file_path,target,train_val,video_feature
DC11236Z_2997000_2999000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1197000_1199000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1955500_1957500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2859000_2861000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1196500_1198500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_470000_472000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_884000_886000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3314500_3316500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2856500_2858500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1900000_1902000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_862000_864000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1403000_1405000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3201500_3203500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2016500_2018500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2457500_2459500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3138000_3140000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_624000_626000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1282500_1284500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_364500_366500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2228500_2230500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1032000_1034000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_755000_757000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2738500_2740500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_890500_892500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_337500_339500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1257500_1259500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2666500_2668500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1265500_1267500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1476500_1478500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_844500_846500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_493500_495500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2373500_2375500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2533500_2535500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3017000_3019000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_71000_73000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1520000_1522000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1244000_1246000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3208000_3210000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2033000_2035000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_161000_163000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_584500_586500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2307500_2309500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_21000_23000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1991500_1993500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_168500_170500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1050500_1052500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1788500_1790500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2897500_2899500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_456000_458000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_519000_521000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_871500_873500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_463500_465500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1419000_1421000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_270500_272500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1570500_1572500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2027000_2029000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1807500_1809500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_371000_373000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_417500_419500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2742000_2744000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1635500_1637500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2889500_2891500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2635000_2637000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2065500_2067500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_184000_186000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2523000_2525000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3099000_3101000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_825000_827000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2368500_2370500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_197500_199500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1706000_1708000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2217500_2219500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_343500_345500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1065000_1067000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2540000_2542000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1648000_1650000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_506500_508500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1726500_1728500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_283000_285000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2736500_2738500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2070000_2072000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2996000_2998000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2908000_2910000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1194500_1196500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1309500_1311500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1030000_1032000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1290000_1292000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3014500_3016500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_451000_453000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_289000_291000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2074000_2076000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2226500_2228500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2933500_2935500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2631500_2633500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3190000_3192000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_222000_224000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1436000_1438000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2522500_2524500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2994500_2996500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2895500_2897500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2644500_2646500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2729000_2731000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_986500_988500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3242500_3244500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2550000_2552000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2537000_2539000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2626500_2628500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1157500_1159500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_782500_784500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2327500_2329500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_259000_261000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1683500_1685500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3280500_3282500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2520000_2522000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2636000_2638000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_85500_87500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_363000_365000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1374000_1376000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1977000_1979000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3006500_3008500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2524500_2526500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2464000_2466000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2145500_2147500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1719500_1721500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3130000_3132000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1425500_1427500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1328500_1330500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2535500_2537500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3279000_3281000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2627000_2629000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2927000_2929000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1932500_1934500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_180000_182000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2305000_2307000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_218500_220500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1860000_1862000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2639000_2641000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1946000_1948000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_254500_256500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_926000_928000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_899500_901500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2173000_2175000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_559500_561500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1004500_1006500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2885500_2887500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_985000_987000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1272000_1274000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1978000_1980000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1739500_1741500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1677500_1679500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2425000_2427000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1109000_1111000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3198000_3200000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1079500_1081500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1799500_1801500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2881500_2883500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2902000_2904000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1643500_1645500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1858000_1860000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2501500_2503500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1975000_1977000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1472500_1474500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2789500_2791500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1001000_1003000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2227000_2229000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1142000_1144000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3300000_3302000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2504000_2506000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2006000_2008000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_34000_36000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1156500_1158500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_945000_947000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1822000_1824000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_426000_428000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1891500_1893500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1045500_1047500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1156000_1158000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1775000_1777000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1838000_1840000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_330000_332000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3093000_3095000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2843500_2845500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3258500_3260500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2000_4000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_608500_610500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2444500_2446500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3329500_3331500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2452500_2454500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1223500_1225500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2892000_2894000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1203500_1205500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1931500_1933500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_75500_77500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2392000_2394000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1268500_1270500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2601500_2603500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1976500_1978500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2574000_2576000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_112000_114000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1222500_1224500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3067000_3069000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_102000_104000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2691500_2693500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2861500_2863500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3269000_3271000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3237000_3239000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2518000_2520000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3227500_3229500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3091500_3093500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1969000_1971000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3148500_3150500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3312500_3314500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1987000_1989000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_978000_980000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_430000_432000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_929500_931500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2425500_2427500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1796500_1798500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1134000_1136000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1521000_1523000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1573000_1575000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1512000_1514000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2238000_2240000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3273500_3275500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_56500_58500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1991000_1993000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1952500_1954500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2434000_2436000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1649000_1651000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_791000_793000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3162000_3164000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2052000_2054000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_380000_382000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2842000_2844000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1377000_1379000_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_1230500_1232500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_3254500_3256500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_2480500_2482500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DC11236Z_303500_305500_500__0.npy,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
